Sentence,Label
graduated ali ebn abi taleb school score 97%,c8
1 c++ oop data structure,c2
2 matlab digital signal processing circuits analysis control systems implementation,c2
3 network ccna basics,c2
4 vhdl design,c2
5 computer architecture microprocessor design assembly pipelining data buses,c2
6 embedded c programming using avr microcontroller,c2
7 good knowledge mobile package gsm 2g 3g,c2
8 simulation software multisim proteus,c2
9 photoshop video editing using camtasia studio,c2
10 android programing basics,c2
summer internships,c5
1 telecom egypt summer training satellite,c5
2 benha electronics summer training,c5
courses workshops,c1
1 mobile telecommunication package cece,c1
2 core/intermediate electronics ectl lab 36 hours,c1
3 english phonetics course e p c,c1
projects,c14
1 designing 32 bit general purpose microprocessor architecture using vhdl,c14
2 implementing temperature control system using avr microcontroller matlab,c14
personal skills 1 presentation skills 2 communication skills 3 teamwork 4 leadership,c3
extracurricular activities,c10
1 ieee cusb pr committee 2015,c10
2 participating student activity ieee gate stp cece,c10
3 resala activities outside campaigns,c10
languages arabic native english fluent french fair,c4
marital status,c11
military status,c11
single,c11
exempted,c11
graduated faculty engineering may 2014,c8
university,c12
al azhar university,c12
department systems computers,c12
oracle developer,c2
good,c13
project database student affairs faculty engineering,c14
al azhar university,c12
graduation project grade excellent,c14
languages,c4
mother language,c4
arabic,c4
english usage written spoken reading,c4
1 completed oracle developer diploma workshop 420 hrs,c1
introduction oracle 10g sql,c1
introduction oracle 10g pl/sql program units,c1
oracle developer 10g forms reports,c1
system analysis design project,c1
project database student affairs faculty engineering,c14
al azhar university,c12
2 oracle supply chain consultant,c2
inventory order management purchasing,c11
3 oracle financial consultant,c2
fixed asset account payable account receivable self study,c11
4 completed two levels java programming language course se ee,c1
5 successfully completed english language beginner level,c4
company cairo poultry processing koki cid 173 americana,c5
company industry catering/food services/restaurants,c11
job role development,c11
references,c11
job title system analysis consultant oracle instructor,c5
company name century21,c5
business skills,c3
communication skills,c3
presentation skills,c3
work pressure,c3
active hardworking serious,c3
good dealing oracle tools toad sql plus,c2
good dealing java tools net beans j creator,c2
objectives,c11
development scientific practical skills,c11
get experience field work ensure bright future,c11
always trying find job makes practice creative,c11
references available upon request,c11
student 2nd year communication electronics department faculty engineering cairo,c9
university,c12
gpa till good,c13
graduated el fostat secondary school 2011 score 99 268%,c11
language skills,c4
mother tongue arabic,c4
first language english good writing reading understanding,c4
academic projects,c14
microprocessor design implementation using vhdl 2015,c14
multiplier circuit design simulation 2013,c14
alarm circuit bread board 2013,c14
2 bit multiplier hard ware design implementation bread board 2013,c14
power supply bcb 2014,c14
technical language project engineering miracles holly qur'an 2012,c14
awards prizes,c11
first place high school fourth educational administration 2011,c11
programming languages c++ c html5,c2
hardware description vhdl,c2
simulation programs multisim protus pspice modelsim,c2
matlab,c2
photoshop,c2
presentation skills team working,c3
marketing,c3
extracurricular volunteering activities,c10
co founder sufraaelkhair charity activity 2011,c10
pm project manager lot charitable projects sufraaelkhair,c10
vice president head multimedia advertising committee sufraaelkhair 2013,c10
president sufraaelkhair 2014,c10
president assistant sufraaelkhair 2015,c10
member hd r delta team 2012,c10
pm delta team 2013,c10
courses workshops,c5
introduction cadence cece 2015,c5
introduction ccna ieeecusb 2015,c5
introduction embedded systems amit k vector,c5
web development cece 2015,c5
human development courses sessions,c5
english general conversation course rtc resala training center 2012,c5
introduction networking isi academy 2013,c5
4th year electrical engineering student major communication computer engineering seeking,c8
summer internship following fields,c5
communication engineering,c12
embedded systems,c2
software engineering,c2
automation,c2
undergraduate student benha faculty engineering benha university 2011 2016,c9
major communication computer engineering,c12
accumulated grade 78% good,c13
student benha secondary school 2009 2011,c11
graduated grade 98 7%,c11
contest minesweepers towards landmine free world competition summer 2014,c5
contest famelab egypt competition 2014,c5
r manager ieee robotics automation society,c10
c,c2
matlab,c2
vhdl,c2
c++,c2
microsoft office,c2
embedded systems,c2
simulations,c2
algorithms,c2
microcontrollers,c2
computer vision,c2
engineering mathematics,c2
android development,c2
unity3d,c2
xna game studio,c2
creativity,c3
work stress,c3
time management,c3
leadership,c3
team working,c3
ability learn new tasks quickly,c3
independent courses,c1
object oriented programming c#,c2
android development,c2
arduino microcontrollers,c2
communication systems,c2
information theory,c2
game development unity 3d game engine microsoft xna frame work,c2
basic electronics,c2
digital design,c2
advanced engineering mathematics,c2
computer architecture,c2
image processing,c2
vhdl course,c2
languages,c4
arabic native language,c4
english bilingual proficiency,c4
marital status married,c11
android diploma intern ntg clarity,c5
industry computer network security company size 1000 employees,c5
2007 2012 bachelor engineering computers systems,c8
al azhar university egypt,c12
overall grade good,c13
languages,c4
arabic english advanced,c4
hard worker flexible / adaptive social handles stress team player,c3
marital status,c11
single,c11
temporary exemption,c11
want diploma engineering physics 2017,c11
want make masters degree 2020,c11
3rd year communication electronics engineering shams university,c9
good,c13
high school el nasr school ex english school 99%,c11
extracurricular activities,c10
summer school basic physics zewail city science technology,c1
exploring quantum mechanics coursera online course,c1
eight week course originally made post graduates however,c1
academic program aces,c10
workshop encountered basics teaching learning processes,c10
basics scientific research egypt scholar online course,c1
top class grade 99%,c11
checkmate project management workshop eye,c10
volunteering activities,c10
president green initiative,c10
green initiative student activity aiming green egyptian universities,c10
dependent renewable energy making egypt one self sufficient countries,c10
field energy also energy exporting one,c10
also im pleased one founders green initiative,c10
green innovation center director green initiative,c10
organizing committee head green initiative,c10
moderator pirates egypt,c10
part two teams responsible,c10
pic sell workshop teaching branding advertising,c10
astronomy workshop teaching physics part astronomy,c10
english speaking writing good,c4
microsoft office intermediate,c2
matlab beginner,c2
orcad beginner,c2
c++ intermediate,c2
presentation skills,c3
miscellaneous,c2
adobe photoshop intermediate,c2
adobe illustrator good,c2
adobe effects intermediate,c2
prezi good,c2
objective,c11
challenging internship opportunity field programming,c11
utilize academic background skills,c11
third year faculty computer information helwan university,c9
main specialization information system,c12
sub specialization information technology,c12
gpa good,c13
scripting languages,c2
php,c2
good,c2
programming languages,c2
c,c2
c++,c2
java,c2
matlab good,c2
networks,c2
good fundamental networks,c2
microsoft office,c2
word,c2
access,c2
languages,c4
arabic mother tongue,c4
english good read write good speaking,c4
marital status single,c11
military service temporary exemption,c11
faculty engineering shams university electronics communications,c12
grade good,c13
graduated om kalthoum language school class 2010,c11
systel 7 9 2014 25 9 2014,c5
telecom egypt 6 7 2014 24 7 2014,c5
languages,c4
english good,c4
french basics,c4
soft skills,c3
team worker worked many teams academic projects graduation project,c3
eager learn,c3
hard worker,c3
work pressure,c3
self confident,c3
active listener,c3
active decision maker,c3
cadence,c2
cad,c2
multisim,c2
matlab,c2
simulink,c2
hfss,c2
c c++ basics,c2
microsoft office word power point,c2
academic project,c14
digital filters using matlab,c14
uniform quantizer using matlab,c14
photo counter using arduino,c14
binary decimal converter logic circuit,c14
heat alarm system,c14
auto switch staircase light circuit,c14
design fabricate helical antenna,c14
gradiuation project,c14
energy harvesting system ic design,c14
interests,c11
football,c11
swimming,c11
chess,c11
documentary movies,c11
marital status married,c11
military service exempted,c11
faculty energy engineering aswan university class 2012,c12
major high voltage networks engineering,c12
total graduation points 1 57,c13
graduation project high dam substation design simulation,c14
graduation project grade a+,c14
"high school gamal abdel nasser military school boys ""mathematical",c11
arabic native language,c4
english excellent written reading v good spoken,c4
french good,c4
german basic knowledge,c4
computer skills,c2
familiar jcreator netbeans eclipse ides android studio,c2
programming languages java expert sqlite expert mysql prior,c2
experience android development expert,c2
familiar adobe photoshop,c2
familiar programming using andengine,c2
android developer ibtikar technologies co january 2015 till,c5
game developer ibtikar technologies co october 2014 till,c5
"android developer ""madar software"" may 2013 till october 2014",c5
worked six months marketing manager house training,c5
consultation solutions aswan,c5
worked four years marketing executive mega advertising agency,c5
"""java programming"" 80 hours course",c1
"""fundamentals querying using mysql"" 16 hours course",c1
"""java database enterprise connectivity"" 16 hours course",c1
"""web component development servlet jsp jsf ejb",c1
"technologies"" 80 hours course",c1
"""android applications development"" 40 hours course",c1
attended qualifying courses marketing communication,c1
presentation skills,c3
"attended ""trainer trainers"" course organized united nations",c3
voluntary activities,c10
volunteered fagr al nahda association ngo 2005 till 2010,c10
leader e marketing team association four years,c10
leader advertising publicity public relations future guardians,c10
project concerned spreading awareness drug addiction one,c10
marketing supervisor marketing committee future technology,c10
h r trainer several projects teams association,c10
volunteered bedaya association ngo aswan,c10
supervisor marketing committee,c10
h r trainer several projects teams,c10
objective obtain secure position enable use organizational skills,c11
ability work well people quick learning skills,c3
opportunity learn improve skills better,c11
,
programming using c++ vhdl language matlab,c2
good working simulation programs,c2
good electronics digital design analog design,c2
good using cadence program,c2
good using programs microsoft office,c2
hard worker working extremely pressure ability work team,c3
self learning ability learn fast,c3
commitment well organized ability manage time well,c3
volunteer charitable work student activities,c10
certificate vhdl language,c10
certificate microprocessor microcontroller design programming,c10
certificate electronics,c10
taka training telecom egypt company te,c5
take training national authority remote sensing space,c5
sataltie narss,c5
working many projects analog digital communications field using,c14
matlab program like radio station,c2
working many projects electronics filed using cadence program,c2
working project digital design design microprocessor,c14
working many projects fields using simulation programs,c14
working project programming microcontroller unit,c14
certificate icdl,c1
education high school diploma total 99 2%,c11
present status undergraduate student third year,c9
faculty university faculty engineering cairo university,c12
department communications electronics department,c12
grade good,c13
languages english dutch,c4
interests reading music computer games participating college's activities,c11
football,c11
looking summer training field networking,c11
boost abilities give experience real world,c11
communication engineering exploit skills qualifications,c11
damietta military school thanaweya amma damietta,c11
9th school first year 2nd damietta city second year,c11
communication electronics department faculty,c12
engineeringmansoura university dakhlia,c12
status undergraduate third year,c9
grade good,c13
take many online courses,c1
1 udemy network engineer,c1
2 udemy security ethical hacking ceh v8,c1
3 inversity matlab course,c1
4 mit online course electromagnatic waves,c1
software,c2
ccna 120 200 routing switching _ ccna security 650 554_,c2
ccnp 300 101 routing switching _analog communication_digital,c2
microsoft windows _ microsoft office _ gns3 _ packet tracer_,c2
putty_cisco ccp 2 6 _ matlab_vmware_mbsa,c2
fluent english reading writing,c4
great ability learn fast,c3
able work pressure,c3
able work either individual within group,c3
always want learn new things,c3
leadership entrepreneurship,c3
reading,c11
volunteer ieee logistics member mansoura student branch,c10
member fun science organization scientific committee presenter,c10
fun science day event head communication fun lectures,c10
volunteer resala charity recycling,c10
1 telecom egypt mansoura branch,c5
2 mopco damietta port,c5
available summer training 15 june 15 september,c5
third year faculty engineering cairo university expected 2012 2017,c9
major electronics electrical communications engineering department eece,c12
arabic native language,c4
english good,c4
vhdl hardware description language,c2
icdl,c5
project management k vector,c10
joined training orange company data network track,c5
trained egyptian petrochemicals holding company department 2014,c5
joined team making simple solar car 2015,c14
worked design 32 bit microprocessor 2014/2015,c14
worked project arithematic logic unit team mates college,c14
joined stp student activity robotics workshop 2014/2015,c10
joined k vector student activity participant project management,c10
joined resala charity organization campaigns,c10
joined flickers student activity,c10
computer software skills,c2
arduino matlab modelsim multisim proteus topspice microsoft office pspice,c2
c++,c2
microsoft outlook,c2
career launcher event canadian university egypt cic samsungs workshop,c11
hobbies,c11
reading surfing internet travelling implementation hardware components,c11
running hand made things tennis,c11
career objective,c11
challenging career opportunity field power energy,c11
training volunteering experience soft skills applied,c11
2nd faculty engineering | cairo university,c9
major power,c12
abs atef barakat language school grade 98 3%,c11
head | stp,c10
power club moderator | ieee,c10
social media | k vector,c10
hr | positive,c10
organizing experience mega events esbc15 nasa space apps,c10
marketing pm power department day event,c10
robotics participant stp13,c10
participant ideation camp intel company flickers15,c10
participant electrical route schneider company apec15,c10
multisim microc microcontroller pic avr,c2
classic control,c2
plc introduction,c2
matlab introduction,c2
proteus,c2
atmel studio,c2
icdl course,c1
assistant jdp camp ministry education summer 2012 2013,c5
photoshop adobe premiere flash exp web exp blend help disk coding,c2
skills html css java script little knowledge c++ python php,c2
western egypt electrical power station technical,c5
echem company technical non technical,c5
helwan network training center technical,c1
arabic mother tongue,c4
english fluent spoken written listening,c4
french basics,c4
teamwork leadership working pressure communication presentation,c3
single,c11
reading coding writing poems traveling,c11
references upon request,c11
marital status,c11
marital status single,c11
primary stage patriarchal college 1999 2005,c11
preparatory stage patriarchal college 2005 2008,c11
2008 2011 secondary stage patriarchal college,c11
studying al shorouk academy 2011,c9
communication department,c12
summer 2012 studied icdl course,c1
summer 2013 trainning orascom contract,c1
"""summer 2014 studied ccna ""computek center",c1
languages,c4
arabic mother tongue,c4
english good,c4
"orcad good ""self study""",c2
"matlab good ""self study""",c2
"""java level 1 ""academic study",c2
hobbies,c11
1 playing table tennis,c11
"""2 graphics programs "" adobe photoshop adobe premiere adobe aftereffects",c11
interests,c11
1 music,c11
2 directing short movies,c11
reading cyclogical books 3,c11
electronics communication,c12
engineering,c12
cairo university,c12
third year student,c9
expected year graduation 2016,c9
last year grade good,c13
thanwya amma,c11
el canal language school,c11
score 100 1%,c11
objective,c11
learning communications embedded systems working embedded system engineer future,c11
work experience,c5
telecom egypt,c5
matlab simulink good,c2
simulation software multisim good,c2
data structures via c++,c2
microsoft office programs good,c2
icdl certificate,c1
embedded system diploma,c2
embedded c,c2
arabic native,c4
english excellent,c4
french good,c4
extracurricular activities,c10
future eyes student activity cairo university march 2013 june 2014,c10
member future eyes,c10
ensure real meaning engineering help production generation carrying concept,c10
manufacturing creativity,c10
future eyes annual project cairo university aims connect learning,c10
work future provides summer training sessions different fields like ghabbour,c10
auto mercedes companies,c5
interests,c11
reading,c11
traveling,c11
self learning,c3
internet searching,c11
swimming,c11
military status postponed,c11
material status single,c11
excellent knowledge pl/sql oracle forms reports,c2
good knowledge java script c# java html css,c2
expert oracle enterprise manager 11g oracle sql adobe dream waver adobe air adobe,c2
photoshop,c2
expert net beans microsoft visual studio microsoft powerpoint generating presentations,c2
microsoft excel,c2
excellent self education,c3
excellent development plans,c3
creative,c3
experience,c5
project hr casual system oracle,c14
company besix orascom mall egypt,c5
job work hr mall egypt project,c5
company besix orascom,c5
job work administrator mall egypt project,c14
company besix orascom,c5
job worked data entry oman embassy building project,c5
company orascom construction industries,c5
oracle database 11g introduction sql,c1
oracle database 11g administration,c1
oracle database 11g administration ii,c1
graduation project,c14
project title web start,c14
grade good,c13
b sc computer science,c12
el shorouk academy 2013,c12
final grade good,c13
general secondary certificate,c11
el tabary roxi high school 2009,c11
languages,c4
1 arabic native,c4
2 english fluent,c4
hobbies,c11
reading,c11
photography,c11
football,c11
writing poetry songs,c11
references,c11
available upon request,c11
20102015 bachelor degree communication electronic engineering,c8
higher institute engineering technology kafr elsheikh egypt,c12
eqf level 6,c1
java programming language,c2
hong kong university science technology edx online,c5
intermediate level java programming,c2
take real life problem abstract pertinent aspects necessary solve,c11
algorithmic manner,c2
formulate formal solutions well defined problems using logic programming language,c2
implement formal solutions java using integrated development environment,c2
understand basics data abstraction using object oriented framework,c2
27/10/2014 usable security cybersecurity specialization,c5
university maryland college park coursera,c5
incorporating principles usability design secure systems,c5
introduction hci usable security design,c5
measuring evaluating usability,c11
authentication,c2
web browsing security,c2
usability privacy,c2
introduction mathematical thinking,c5
stanford university coursera,c5
developing valuable mental ability powerful way thinking,c11
analysis language logical combinators implication equivalence quantifiers,c11
proofs involving quantifiers,c11
elements number theory,c11
beginning real analysis,c11
android programming,c2
self taught,c3
https //developer android com/training/index html,c2
developing android based apps programs,c2
c / c++ / c# intermediate programming level,c2
self taught,c3
fundamental concepts syntax c/ c++ / c# programming,c2
write maintainable extendable programs,c2
program design methods write object oriented way,c2
ccna cisco certified network associate,c5
self taught,c3
describe operation data networks,c2
use osi tcp/ip models associated protocols explain data flows,c2
implement small switched network,c2
implement ip addressing scheme ip services meet network requirements,c2
implement small routed network,c2
arduino hardware software,c2
self taught,c3
,
programming arduino kits,c2
implementation integration arduino actual projects,c2
personal skills,c3
mother tongue,c4
arabic,c4
language,c4
understanding,c3
speaking,c3
writing,c3
listening,c3
reading,c11
spoken interaction,c11
spoken production,c11
english,c4
french,c4
german,c4
common european framework reference languages,c4
communication skills,c3
good communication team building skills gained years study engineering,c3
working techincal project,c3
computer skills,c2
good command installing using troubleshooting windows based operation systems,c2
devloping android apps andriod studio ide,c2
developing c / c++ / c# programs visualstudio ide,c2
basic command matlab,c2
good command using linux operation system,c2
good command office suite word processor spread sheet presentation software,c2
talented individual analytical mind ability respond complex issues knowledge strategic trouble,c11
shooting root cause analysis fact finding data collection stakeholders management experience software,c11
development sql public libraries aes/des encryption decryption image processing artificial intelligence,c2
hcs12 microcontroller experience project management methodologies communications interpersonal skills,c11
presentation skills,c3
experience,c5
java software developer blocks | professional software services,c5
developing web based applications java ee technologies java based web application frameworks,c2
like jsf jsp,c2
software design,c2
governance risk management software development security cryptography security architecture,c14
design operations security business continuity disaster recovery planning legal regulations,c14
investigations compliance physical security,c11
,
bachelor science computer systems engineering,c8
faculty engineering shams university,c12
,
,
hobbies,c11
sports basketball swimming team building exercises,c11
marital status single,c11
military status finished,c11
,
institute faculty computer science information systems,c12
university 6 october,c12
year graduation 2010,c8
department computer science,c12
last year good,c13
total degree good ,c13
establishing communication system using voice internet protocol,c14
,
degree excellent degree honor,c13
using vmware,c2
image processing processing images using photoshop,c2
,
icdl,c5
internet browsing sending emails,c11
rms,c2
e mail pop3 exchange,c2
gps tracking,c14
maintenance hardware software issues,c2
computer skills,c2
good establishing voice internet protocol system,c2
using trixbox server linux redhat,c2
programming programming using c++ c# assembly,c2
matlab,c2
payroll system finger print,c2
website designing designing website using html,c2
macromedia flash,c2
artificial intelligence swi prolog visual prolog,c2
microsoft office word visio project manager access excel,c2
computer courses,c1
routing switching,c2
ccnp routing switching,c2
database management using sql server,c2
languages skills,c2
mcitp,c2
isa server,c2
tmg,c2
net,c2
arabic mother tongue,c4
english good english spoken written reading,c4
france poor,c4
training arab land egypt,c5
mobinil company,c5
department mnp,c5
customer service,c5
egyptian armed forces,c5
position technical support engineer,c5
te data company,c5
position training technical support,c5
compass egypt company,c5
position technical support engineer,c5
hard worker well organized good team player,c3
good communications selling skills,c3
ability work team,c3
good computer skills,c3
ability work shift bases,c3
experience handling customers,c3
ability work pressure team work,c3
good way dealing different cultures,c3
obtain fulltime position field customer services information technology,c11
emphasis technology integration; special interests include software design consulting,c11
systems analysis,c2
military status exempted,c11
willing learn new elements,c3
hard worker fast learner,c3
responsible reliable character,c3
languages arabic english,c4
efficient ambitious cooperative,c3
excellent ability deal superiors colleagues,c3
experience march 2013 till paradise inn hotels alexandria,c5
manager,c5
managing team administrators provide support tasks hotels infrastructure,c11
,
managing running servers including dc ad file servers proxy servers,c11
engage support issues troubleshot monitoring tickets status ensure closing,c11
time proper resolution,c11
responsible achieving highest levels customer satisfaction,c11
,
manager,c5
solymar solitaire hotel,c5
,
responsible approving vendors used organization monitors,c11
financial condition,c11
responsible monitoring major projects budgets priorities standards procedures,c11
overall performance,c11
responsible coordinating priorities department user departments,c11
responsible allocating resources terms funding personnel equipment,c11
service levels,c11
,
manager,c5
africana hotel alexandria,c5
responsible managing information technology computer systems,c11
responsible ensuring technology accessible equipped current hardware,c11
handling monitoring maintaining technology ensure maximum access,c11
omar tharwat mahmoud barakat,c11
objective,c11
seeking challenging position permit use enhance skills progressive,c11
dynamic organization experience 3 years technical support engineer,c11
jun 2014~ till netaq information technology technical support,c9
march 2012~on jan 2014 pico energy petroleum integrated services swanco petroleum,c5
catering technical support majal consultancy services trade,c5
installing configuring computer hardware operating systems applications;,c2
monitoring maintaining computer systems networks;,c2
troubleshooting system network problems diagnosing solving software faults,c2
installing configuring active directory microsoft windows server 2008 2012,c2
october 2010~nov 2011 nesic nec networks system integration corporation cpn contact point,c5
networks installation engineer,c5
3g etisalat swap huawei project,c14
2g 3g vodafone new huawei project,c14
mobinil nec microwave link dismantle project,c14
august 2008~sept 2010 al nada company population construction executive engineer,c5
managing installation vmware esx 5 0 5 5 server installation configuration vsphere,c2
client vcenter server,c2
ccna cisco certified network associate,c1
microsoft windows server 2003 2008 2012 active directory configuring,c2
microsoft exchange server 2013,c2
excellent sql background,c2
maintain resolve workstation issues operating system image applications hardware,c2
supports lan wireless lan connectivity issues,c2
dealing problems related pcs laptops printers network designs maintenance,c2
dealing routers switches apps configuration,c2
backup restore software acronis true image symantec norton ghost,c2
installation configuration arecont ip cameras,c2
mcsa windows server 2012 microsoft certified solutions associate,c1
installing configuring windows server 2012,c2
administering windows server 2012,c2
configuring advanced windows server 2012,c2
microsoft certificate id 10461397,c1
microsoft certificate professional transcript,c1
https //mcp microsoft com/authenticate/validatemcp aspx,c2
gsm global system mobile communications,c2
2008 akhbar elyom academy ba communication engineering,c12
personal skills,c3
able work stress,c3
self learning,c3
team player active person,c3
show initiative,c3
cooperative,c3
marital status married,c11
military status exempted,c11
language,c4
arabic mother tongue english excellent command spoken written,c4
senior external auditor,c5
general objective,c11
military status finally exempted,c11
marital status single,c11
utilizing enhancing skills qualifications big organization encourages,c11
continuous education development employees interact work,c11
efficiently dynamic environment prove,c11
career objective,c11
enhance career establishment professional prospect fully demonstrate,c11
enrich skills abilities background experience gained previous jobs,c11
2014 online mini mba finance school business technology wharton,c5
school university pennsylvania usa,c11
2009 business skills development american chamber commerce cairo,c5
2005 graduated faculty commerce cairo university majoring accountancy,c8
studying degree tax diploma shams university,c5
obtained mcts web developer 4 microsoft visual studio 2010 arab,c5
group computer academy agc,c1
itl international training license scholarship excellence nen national,c1
,
tradesmart university's scholarship granted financial puzzle inc via internet,c1
topics foundations stocks options forex trading total fibonacci trading,c11
accepted inclusion honors scholar accounting theses free open access honors,c11
web design diploma international british institute,c1
languages skills,c4
fluent english written oral good italian german excellent,c4
communication skills,c3
excellent oral written interpersonal communication skills including good presentation report,c3
writing skills interrelate well people levels comfortable using variety computer,c3
systems able work well team environment; keep fast paced high work volume,c3
busy office organized fast learner; strong analytical critical thinking problem solving,c3
personal skills,c3
friendly outgoing self confident personality ability handle multiple tasks,c3
highly committed reliable helpful conscientious tactful ambitious self motivated,c3
equally effective working self managed projects member team,c3
ability work multi cultural environment work stress,c3
decision maker well organized ambitious quick learner,c3
intelligence quality,c3
"general iq test iq score 115 classified ""intellectual type"" means",c3
exceptionally good discovering quick solutions problems especially ones involve math,c3
,
interests,c11
hobbies playing tennis swimming enjoy reading politics economics foreign,c11
affairs poetry,c11
affiliations professional recognition,c11
obtain full time position multinational organization offers professional working,c11
environment enables develop skills grow meeting corporate goals,c11
enthusiastic entrepreneur quick learn good interpersonal organizational skills,c3
international team player dynamic proactive flexible,c3
technology geek software development passion,c11
got strong web development skills complex problem solving skills,c2
aware technology trends,c2
primary secondary school,c11
futures language schools,c11
faculty computer science arab academy science technology,c12
gpa b+,c13
faculty computer science,c12
major information systems security,c12
minor management information systems,c12
languages arabic english fluent,c4
object oriented,c2
programming,c2
logic artificial,c2
intelligence,c2
networking,c2
e business human,c3
computer interactions,c2
decision support,c2
systems,c2
databases management,c2
web development,c2
geographic information,c2
mobile based,c2
information systems security,c2
programming,c2
system analysis design,c2
work projects projects worked team,c3
world cup app predict win heinz company 12 6 2014,c14
linkdsl customer support app + tickets reservation system,c14
linkdsl online store facebook app web app,c14
linkdsl mending centrals voting system,c14
analysis app social media accounts facebook twitter instagram,c14
registration form online program youtube channel,c14
sooka kitchen social media campaign,c11
general electric survey,c14
zanussi easy tips,c14
illy store,c14
philips avent facebook app mothers day campaign,c14
social calendar,c14
amira recipes app http //amira recipes kijamii dev com/,c14
internship program app http //internship kijamii dev com/,c14
hashtag targeting twitter instagram,c14
comments likes filtering facebook page analysis purposes using fb apis,c14
college projects,c14
1 project name online cinema ticket booking system,c14
online web based site user well cinema owner register,c14
use site update movies cinema search particular location,c14
cinema well book tickets particular movie,c14
also cinema authority,c14
check ticket number valid user,c14
google maps used select cinema location,c14
interactive web based seat booking system,c14
tools used xampp package photo shop dreamwaver,c2
languages php html5 mysql css jquery js,c2
2 decision support system choosing president may like follow,c14
support depending number questions,c14
tools used mind map,c11
3 online voting system,c14
4 graduation project,c14
name vehicle controlling application,c14
mobile based application detecting location controlling vehicle,c14
device connected sense car status location,c14
functions lock unlock find car location stop car urgent theft problems,c14
hear sound inside car,c14
role started collecting information competitors,c14
considering reached started developing benefits,c14
main tasks working create application send receive sms,c14
messages programmatically using java+android sdk,c2
thing designing gui graphical user interface application,c14
programming languages php c# java,c2
web based programming xml html javascript jquery css php json,c2
xpdo mysql,c2
applications net beans ms visual studio eclipse notepad++,c2
application server telnet apache,c2
server tools xampp wamp filezilla linux,c2
operating systems windows linux ubuntu 12 04,c2
database systems sql server mysql,c2
creating custom tabs facebook pages,c2
frameworks larvel yii symphony2,c2
cms drupal modx open cart magento,c2
front end frameworks foundation bootstrap,c2
ajax jquery javascript json,c2
third party apis facebook apis twitter api instagram api linkedin api foursquare,c2
api google apis,c2
analytics debugging,c2
object oriented programming oop,c2
implement web design,c2
work usability issues,c2
control panels google analytic reporting tools,c2
presentation skills,c3
communication skills,c3
organizational behavior practicing leadership,c3
hobbies,c11
playing football reading many fields waterpolo traveling shooting fishing,c11
currently seeking necessary training/internships develop professional skills gain experience reach future career goals,c11
october university modern sciences arts msa 2012 2017 expected faculty engineering major computer system engineering  ,c9
 certificates british council,c1
gpa 3,c13
knowledge basics networks good knowledge html 5 css3 good knowledge c++,c2
good knowledge embedded systems good knowledge basics adobe dreamweaver,c2
 processing javascript python good knowledge autocad good knowledge microsoft office excellent,c2
language skills native language arabic good command written spoken english,c4
personal skills good communications skills capable working within team ,c3
performs well pressure multitask er high self confidence good logical thinking,c3
 problem solving skills good time management skills keen learning self development,c3
media committee leader r participant msa ieee student branch ,c10
 using photoshop video editing create media ieee activities campus participating brain storming designing smart traffic systems egyptian roads,c10
media designer cairo university's cube satellite project,c10
  desiged booth posters flyers proje t's entry 2013 egyptian engineering day event project best computer engineering project award,c10
poster presenter mission idea contest japan working tea desig g satellite's issio idea prese ti g mic3 unisec 2nd global meeting gained positive feedback future focus points connected researchers members industry world,c11
trainee cansat training program ctp cairo university,c5
working team achieve requirements every session training includes using microcontroller arduino coding variety sensors gps module,c2
 wireless module temperature sensor adxl345 accelerometer learning interfacing serial protocols uart adc analog digital,c2
spi serial peripheral interface i2c two wire interface using processing software creating ground station simulation ,c2
visualize cansat's readings learning mechanical structure recovery system cansat,c11
 designing printing pcb leading team design whole cansat mentioned steps prepare competition made trainees,c11
technical projects,c14
cansat april 2015 cansat educational project students create full simulation satellite mission,c14
including payload ground station means communication recovery system,c14
cansat satellite size small cansat team made obtain variety readings like temperature humidity pressure altitude,c14
acceleration euler angles angular velocity data sent ground station cansat launched high,c14
altitude ground station visual simulation readings graphs,c14
mcu controlled vehicle may 2014 main idea project controlling car's movement giving voice commands,c14
"application android called ""android meets robot"" application transmits voice command bluetooth",c14
bluetooth connected arduino receive voice voice compiled code saved arduino exact word command code,c14
"execute action whenever it's said example user says ""go"" car move forward action happens giving voltage dc motor car make work",c14
fm transmitter radio december 2013 circuit constructed takes input,c14
sound device sound cable turns sound waves electromagnetic waves electrical components pcb,c14
using antenna small copper wire range signal increased could receive sound radio changeable fm frequency,c14
electrical applications using sterling motor april 2012,c14
sterling motor motor utilizes gas/liquid motion produce energy using small built model electrical applications,c14
made charging mobile creating electrical charging circuit turning ac device creating inverter circuit,c14
invert 220 v lighting 70 leds flasher shape name university msa board creating another electrical flasher circuit,c14
3 rd communications electronics engineering department,c9
delta academy engineering technology,c12
arabic english,c4
activities,c10
mother tongue good spoken written,c4
"10 2014 working member "" activity team "" ieee mansoura student branch",c10
"1 2015 working member ""logistics coordination "" tedxmansourauniversity "" 10 2013 working head "" public relation team "" microsoft tech club delta",c10
"academy "" 6 2013 working head "" logistic team "" "" tedx almahallaalkubra "" 4 2013 working executive "" event planning team"" "" tedxmansoura "" 4 2014 working head "" public relation team """,c10
summer trainin g,c5
8 2014 trainee enppi engineering petroleum process industries instrumentation control engineering department including,c5
