,Sentence,Label
2378,multitasking,Personalskills
2379,adaptability,Personalskills
2380,precision,Personalskills
2381,position field electronics special interests digital design,Techskills
2382,university shams,Faculty
2383,faculty engineering,Faculty
2384,electrical engineering communications electronics department,Faculty
2385,degree student,Education
2386,year third year,Education
2387,grade good,Grade
2388,engineering matlap modelsim multisim orcad visual,Techskills
2389,studio hfss,Techskills
2390,languages c/c++ assembly vhdl,Techskills
2391,soft skills,Personalskills
2392,excellent communication skills,Personalskills
2393,hard working ability work stress,Personalskills
2394,eager learn ambitious,Personalskills
2395,language,Language
2396,arabic mothe tounge,Language
2397,english v good,Language
2398,french good,Language
2399,Projects,Project
2400,power supply function generator car allarm digital,Project
2401,circuit perfomrs multiplication using add shift,Project
2402,summer 2014 trainee telecom egypt cairo egypt,Experience
2403,military service exemption,Others
2404,marital status single,Others
2405,octobar 6 university,Faculty
2406,university,Faculty
2407,faculty engineering,Faculty
2408,faculty,Faculty
2409,department,Education
2410,electronics communication,Education
2411,grade excellent grade honors,Grade
2412,graduation Project drive test quadcopter,Project
2413,grade Project excellent,Grade
2414,univ degree b sc june 2014,Education
2415,Project overveiw,Project
2416,design implement complete remotely drive testing solution using quad,Project
2417,copter based 2 4ghz remote control added smart tablet smart android,Project
2418,mobile phone developing application drive testing gsm umts,Project
2419,certifications training experiences,Experience
2420,"microcontroller certificate sysnet lab center ""faculty",Experience
2421,"engineering cairo university"" excellent degree",Faculty
2422,"gsm gprs basic training jelecom egypt ""faculty",Experience
2423,"engineering shams university"" excellent degree",Faculty
2424,android course 3handseg company,Courses
2425,ccna,Experience
2426,personal soft skills,Personalskills
2427,team work spirit co operation,Personalskills
2428,hard worker stress,Personalskills
2429,good communication skills,Personalskills
2430,self motivated,Personalskills
2431,good communication presentation leadership skills,Personalskills
2432,self planning time management,Personalskills
2433,ability face solve problems,Personalskills
2434,language skills,Language
2435,mother language arabic,Language
2436,english good written spoken,Language
2437,computer skills,Techskills
2438,professional dealing computer software hardware,Techskills
2439,programming java proteus electronic work bench,Techskills
2440,professional dealing internet search engines browse,Techskills
2441,web,Techskills
2442,telecommunication,Techskills
2443,marital status single,Others
2444,2011 2016 faculty engineering mansoura university,Faculty
2445,electronics communication department,Education
2446,matlab,Techskills
2447,printed circuit board pcb,Techskills
2448,delta company fertilizers chemical industries 16/8/2014 10/9/2014,Experience
2449,extra curricular activities,Others
2450,1 member ultras handsa family mansoura university,Others
2451,2 volunteer resala charity organization,Others
2452,summary,Others
2453,motivated skilled team player interested electrical communication electronics,Others
2454,looking summer internship reputable business learn corporate world,Others
2455,work dynamics apply academic learning work place,Others
2456,graduated cairo experimental language school june 2012,Others
2457,electrical department faculty engineering shams university class 2013 2017,Faculty
2458,previous grades,Grade
2459,prep good,Grade
2460,1st year good,Grade
2461,teamwork cooperative,Personalskills
2462,critical thinking,Personalskills
2463,accuracy attention details,Personalskills
2464,tolerant flexible,Personalskills
2465,organization prioritization skills,Personalskills
2466,problem analysis,Personalskills
2467,creativity,Personalskills
2468,hard worker,Personalskills
2469,planning,Personalskills
2470,time management,Personalskills
2471,business savvy,Personalskills
2472,key skills,Personalskills
2473,technical skills,Techskills
2474,windows linux microsoft products google products,Techskills
2475,eclipse visual studio matlab,Techskills
2476,c/c++ html/css,Techskills
2477,"cisco certified network association ccna "" routing switching "" self study",Techskills
2478,arduino simple applications,Techskills
2479,intro telecommunication mobile package,Techskills
2480,language skills,Language
2481,arabic native,Language
2482,english advanced,Language
2483,french elementary,Language
2484,cisco certified network association ccna,Experience
2485,"routing switching """,Techskills
2486,matlab,Techskills
2487,Project management fundamentals,Experience
2488,soft skills,Personalskills
2489,marketing fundamentals,Personalskills
2490,negotiation,Personalskills
2491,fundraising,Personalskills
2492,different types personalities,Personalskills
2493,participant marketing workshop,Others
2494,participant huawei mobile package sessions,Experience
2495,leadership work experience,Personalskills
2496,apec associative power engineering community ,Others
2497,aces annual conference engineering students ,Others
2498,job title founder marketing director,Others
2499,prestiges mission prestige online store aims deliver best quality men women,Others
2500,accessories lowest prices market concerned clients prestige elegance,Others
2501,idt industrial development team october 2014 till,Experience
2502,job title pr member,Others
2503,idt vision egypt leading industrial country,Others
2504,idt mission providing best engineering solutions executable industry,Others
2505,society,Others
2506,participant politics workshop,Others
2507,islc auc international student leadership conference october 2013 march 2014,Others
2508,job title member,Others
2509,hobbies,Others
2510,reading science philosophy technology business novels,Others
2511,playing football sometimes running playing tennis,Others
2512,military statues delayed,Others
2513,postponement,Others
2514,seeking full time job respectable company gain practical experience skills field,Others
2515,programming developing software applications utilize develop,Techskills
2516,experience become one team,Others
2517,development business concepts background dealing multinational customers worldwide,Personalskills
2518,excellent interpersonal communication skills ability handle complex challenges,Personalskills
2519,hard working punctual energetic self motivated,Personalskills
2520,work pressure long hours,Personalskills
2521,able learn new tasks quickly,Personalskills
2522,good presentation public speaking skills,Personalskills
2523,ability work team individually according task,Personalskills
2524,self teaching using reference books internet,Personalskills
2525,ability work abroad,Personalskills
2526,technical summary,Personalskills
2527,key business skills,Personalskills
2528,effective communication skills,Personalskills
2529,dynamic presentation skills,Personalskills
2530,time priority management,Personalskills
2531,team work leadership skills,Personalskills
2532,business skills,Personalskills
2533,critical thinking creative problem solving skills,Personalskills
2534,negotiation skills,Personalskills
2535,stress management,Personalskills
2536,good knowledge user experience business requirement,Personalskills
2537,good knowledge source tree,Personalskills
2538,operating system,Techskills
2539,ms window 8,Techskills
2540,ms window 7,Techskills
2541,linux,Techskills
2542,programming,Techskills
2543,html dhtml xhtml ajax xml,Techskills
2544,javascript,Techskills
2545,css cascading style sheet,Techskills
2546,macromedia dreamweaver,Techskills
2547,database design,Techskills
2548,mvc,Techskills
2549,design pattern,Techskills
2550,json xml soap,Techskills
2551,familiar eclipse android studio,Techskills
2552,java programming language java se 6,Techskills
2553,mcit scholarship,Experience
2554,android mobile applications development,Techskills
2555,adobe photoshop fundamentals,Techskills
2556,adobe flash fundamentals,Techskills
2557,communication skills,Personalskills
2558,problem solving decision making,Personalskills
2559,presentation skills,Personalskills
2560,oracle database 11g introduction sql,Techskills
2561,oracle database 11g program pl/sql,Techskills
2562,java programming language java se 6,Techskills
2563,oca c 1z0 830,Techskills
2564,java programming language java se 6,Techskills
2565,b sc commerce business administration,Faculty
2566,faculty commerce misr engineering technology,Faculty
2567,job experience,Experience
2568,company,Experience
2569,android developer,Techskills
2570,android developer,Techskills
2571,android Projects,Techskills
2572,Project name,Project
2573,fasealty,Project
2574,app recipient get blood donors also contact email,Project
2575,mobile users choice condition recipient donor user,Project
2576,determines call time choice donation date,Project
2577,smaris app,Project
2578,application see complete information company,Project
2579,means contact also see company's customers browse,Project
2580,ads see services offered company watch,Project
2581,another business area visit company's website,Project
2582,application beside communicate company,Project
2583,application lets recognize company offers also know,Project
2584,news products company every product browse,Project
2585,description communicate company find,Project
2586,company specifically google map,Project
2587,application lets recognize company offers also know,Project
2588,news products company every product browse,Project
2589,description communicate company find,Project
2590,company specifically google map,Project
2591,application user selects set goals he/she determines,Project
2592,expected duration goal number stages pass him/her,Project
2593,every stage beginning date duration user select,Project
2594,doses help him/her achieve goal sets date end,Project
2595,dose application alert him/her remaining time achieve goal,Project
2596,expiry date dose shows notification ask user end,Project
2597,dose today postpone deadline one time,Project
2598,application know statistics purpose user see objective,Project
2599,statistics end target share statistics social,Project
2600,obtain responsible challenging position within company allow learn new,Others
2601,technologies skills enable use organizational skills educational background apply,Others
2602,learned besides ability work efficiently accurately meet requirements,Others
2603,faculty computers information,Faculty
2604,cairo university,Faculty
2605,major computer science,Education
2606,minor information system,Education
2607,gpa 3 04 good,Grade
2608,grade excellent,Grade
2609,graduation Project name follow application staff scheduling android/web cloud based ,Project
2610,many organizations face problems communication organization's staff problems may cost,Others
2611,waste time resources even app focused problem university communication,Others
2612,student university staff essential way learning responsible ui android parts back end,Project
2613,java excellent,Techskills
2614,trello excellent,Techskills
2615,github good,Techskills
2616,c++/c good,Techskills
2617,mpi good,Techskills
2618,json good,Techskills
2619,adobe photoshop good,Techskills
2620,xml good,Techskills
2621,php yii framework good,Techskills
2622,oop good,Techskills
2623,mvc /singleton design pattern good,Techskills
2624,mysql / sqlite good,Techskills
2625,bluemix / google app engine good,Techskills
2626,html javascript good,Techskills
2627,restful good,Techskills
2628,personal skills,Personalskills
2629,ambitious,Personalskills
2630,self learning searching skills,Personalskills
2631,time management,Personalskills
2632,work pressure,Personalskills
2633,communication skills teamwork,Personalskills
2634,languages,Language
2635,native arabic,Language
2636,english fluent,Language
2637,knows french,Language
2638,work experience,Experience
2639,fci researcher,Experience
2640,java sql database,Techskills
2641,making website fci researcher researcher fci account profile,Project
2642,operations add research follow researcher join group topic post questions add topic Others,Project
2643,social network,Project
2644,android restful javaservlets json,Techskills
2645,social network system add friend send message make group share post etc,Project
2646,fci e commerce,Project
2647,web application using php html javascript css,Project
2648,operations add products shopping cart buy products remove products add products,Others
2649,operating system simulations java,Project
2650,applying os simulations command line file allocation disk scheduling process scheduling,Techskills
2651,mail system,Project
2652,html css servlets jquery ajax javascript sql jsp,Techskills
2653,cultnat center alexandria library,Project
2654,android application augmented reality using vuforia,Project
2655,application used get information 2d/3d ancient objects pointing mobile camera,Project
2656,innovation technology management creative thought development entrepreneurship principles,Others
2657,esea,Others
2658,egyptian software engineers association |cairo university team,Others
2659,social media head 2014 2015 vice president 2015 2016,Others
2660,scci students' conference communications information,Others
2661,appsplash participant,Others
2662,workshop learnt start mobile application using titanium concepts,Others
2663,java script made two mobile applications using javascript,Project
2664,freelancer,Experience
2665,worked freelancer translating audios arabic english also,Experience
2666,made many hr business researches Projects english essays,Personalskills
2667,references,Others
2668,references certificates available upon request,Others
2669,bachelor degree engineering shams university asu cairo egypt expected graduation date 2016,Faculty
2670,major computer engineer,Education
2671,grade good 70 3 %,Grade
2672,general secondary education certificate tala'e el kamal islamic language school cairo egypt 2011,Others
2673,grade 97 9%,Grade
2674,experience,Experience
2675,intern innovegypt university smart village tiec cairo egypt august september 2014,Experience
2676,developed business model,Project
2677,learnt innovation management,Personalskills
2678,learnt marketing techniques,Personalskills
2679,intern smart university faculty engineering asu cairo egypt june september 2014,Experience
2680,top 10 teams best presentation award,Personalskills
2681,"helped developing mobile application ""meplanit""",Project
2682,traine annual conference engineering students aces february 2012 may 2014,Experience
2683,learnt Project management interviewing skills organizational behavior marketing leadership,Personalskills
2684,trained communication skills presentation skills negotiation skills deal different types people,Personalskills
2685,planning,Personalskills
2686,business writing phone calls risk planning strategic planning,Personalskills
2687,courses,Courses
2688,android development google student club cairo egypt march2015 present,Courses
2689,extracurricular activities,Others
2690,sports committee head student union faculty engineering asu,Others
2691,supervise faculty playgrounds working system,Others
2692,organized table tennis basketball league assisted 3 football leagues,Others
2693,organized sporting open week2 girls' open sporting day sporting open week1,Others
2694,planned 4 sporting events asufe sporting carnival 1 0 2 0 girls' sporting carnival 2 0 3 0,Others
2695,assisted developing organizing rules working system faculty playgrounds,Others
2696,assisted organizing hosted ema'13 e'dady machine academy,Others
2697,participant let's make circle exchange program bursa turkey,Others
2698,Project manager aces,Personalskills
2699,planned 3 events career gate event academic program event assessments members selection phase,Others
2700,member alshanek ya balady ayb asu,Others
2701,"lead 20 students ""ayb's packing"" german university cairo guc",Others
2702,"helped organizing 2 events "" "" "" """,Experience
2703,conducted surveys abu qarn citizens,Others
2704,participated asu fitness competition cairo egypt april 2013,Others
2705,public relations member aces,Others
2706,"hosted aces' main event ""9th conference""",Others
2707,sports committee member student union,Others
2708,organized first girls' sporting day faculty engineering asu,Others
2709,"helped developing ""registration system new comers"" ""certification system graduates""",Others
2710,"assisted planning presenter ema'12 ""e3dady machine academy""",Others
2711,"participant ""student participation element democratic universities 2"" cairo egypt october 2013",Others
2712,exchange program daad iusd,Others
2713,usher hamza namira's concert cairo,Others
2714,athletic player el shams sporting club cairo,Others
2715,5th place 800m race cairo athletics competition13,Others
2716,3rd place 4 400 race cairo athletics competition13,Others
2717,2nd place 800m race cairo athletics competition schools '10,Others
2718,5th place 800m race republic level athletics competition schools'10,Others
2719,computer good command c c++ good command verliog vhdl matlab web android developing,Techskills
2720,language arabic mother tongue fluent written spoken english,Language
2721,ardunio,Techskills
2722,references available upon request,Others
2723,education successfully completed thanaweya amma percentage mark 95 5% talae el,Others
2724,kamal language school,Others
2725,faculty engineering shams university credit hours system,Faculty
2726,department communication pre junior,Education
2727,prior employment,Others
2728,sep 2011 oct 2011 training international coordinator alhoda export,Experience
2729,responsibilities handle international clients enquiries claims orders,Others
2730,coordinating specific departments arranging visits visiting experts,Experience
2731,july 2014 aug 2014 training electrical engineering ziasun company,Experience
2732,college activities crm member apec13 apec14 associative power engineering community,Others
2733,hr member catalysis15,Others
2734,qm member pirates15,Others
2735,general skills work independently like working team smart quick learner,Personalskills
2736,objectivity seeking experience different fields bring potentials best,Others
2737,would enhance skills,Others
2738,hobbies watching movies swimming reading,Others
2739,language arabic mother tongue,Language
2740,english good written spoken,Language
2741,french fair,Language
2742,german fair,Language
2743,courses,Courses
2744,lightning distribution,Personalskills
2745,human resources,Personalskills
2746,supply chain,Personalskills
2747,web design,Techskills
2748,marketing,Personalskills
2749,arduino,Techskills
2750,matlab,Techskills
2751,html,Techskills
2752,computer skills,Techskills
2753,windows 7/vista/xp,Techskills
2754,microsoft office word power point outlook,Techskills
2755,experienced internet user,Techskills
2756,c / c++,Techskills
2757,matlab,Techskills
2758,muse,Techskills
2759,html / css,Techskills
2760,light room,Techskills
2761,seeking internship program company develop enhance skills gain knowledge,Others
2762,cisco certified network,Experience
2763,associate ccna,Courses
2764,faculty engineering cairo,Faculty
2765,university,Faculty
2766,el mushier ahmed ismail,Others
2767,language school,Others
2768,experience,Experience
2769,telecom egypt,Experience
2770,egyptian petrochemical,Experience
2771,holding company echem,Experience
2772,benha electronics katron,Experience
2773,activities,Others
2774,cisco,Experience
2775,major communication engineering 2011 2016,Education
2776,grade good,Grade
2777,sanwia amma,Others
2778,grade 96 8%,Grade
2779,summer internship,Experience
2780,department routing switching,Experience
2781,Project member lebaladna 2014 2015,Others
2782,external public relation member stp steps towards progress 2014 2015,Others
2783,youth development Project member ieee cairo university student branch 2013 2014,Others
2784,fundraising public relation member ist inducing scientific thinking 2013 2014,Others
2785,coordinating member zewail city friends 2011 2013,Others
2786,language skills,Language
2787,arabic advanced,Language
2788,english intermediate,Language
2789,personal skills,Personalskills
2790,presentation skills,Personalskills
2791,communication skills,Personalskills
2792,negotiation skills,Personalskills
2793,team work skills,Personalskills
2794,self motivated,Personalskills
2795,self learner,Personalskills
2796,technical skills,Techskills
2797,ccna,Techskills
2798,gsm,Techskills
2799,c++ c#,Techskills
2800,python,Techskills
2801,vhdl,Techskills
2802,matlab,Techskills
2803,cadence,Techskills
2804,modelsim,Techskills
2805,microsoft office,Techskills
2806,4th year electronics communications department faculty engineering shams,Education
2807,grade overall excellent,Grade
2808,systel motorola telecom radio communication equipments,Experience
2809,fujitsu services egypt,Experience
2810,telecom egypt,Experience
2811,personal skills,Personalskills
2812,engineering petroleum process industries enpii,Experience
2813,cairo south power station,Experience
2814,english,Language
2815,computer skills,Techskills
2816,programming languages c c++,Techskills
2817,tools matlab simulinlk,Techskills
2818,hardware description languages verilog,Techskills
2819,simulators hfss cadence active hdl proteus multisim,Techskills
2820,office programs proficient microsoft office programs,Techskills
2821,technical skills working microcontrollers arduino,Techskills
2822,additional information,Others
2823,academic Projects,Project
2824,photons counter circuit,Project
2825,temperature measurement control using microcontroller,Project
2826,binary decimal converter logic circuit,Project
2827,auto switch staircase light circuit,Project
2828,power supply circuit,Project
2829,tic tac toe game c++,Project
2830,virtual color mixer using arduino processing language,Project
2831,software module spi communication protocol,Project
2832,personal skills,Personalskills
2833,good verbal written communication skills gained working extracurricular activities,Personalskills
2834,team work worked various types teams,Personalskills
2835,problems giving presentations large audiences,Personalskills
2836,eager learn self motivated,Personalskills
2837,interests hobbies,Others
2838,reading,Others
2839,music,Others
2840,astronomy,Others
2841,learning new technologies,Personalskills
2842,internet surfing,Personalskills
2843,playing table tennis,Others
2844,extracurricular activities,Others
2845,technical committee vice head ieee sb shams university,Others
2846,member student council shams university,Others
2847,public relations member catalysis shams university,Others
2848,volunteer resala charity organization,Others
2849,participant aces shams university,Others
2850,participant meca shams university,Others
2851,communication electronics engineering student,Education
2852,objective,Others
2853,seeking engineering training order utilize improve,Others
2854,knowledge skills experience,Others
2855,3nd year communication electronics engineering student,Education
2856,communication electronics engineering department,Education
2857,faculty engineering fayoum university,Faculty
2858,training experience,Experience
2859,summer training egypt telecom 2013,Experience
2860,college summer training first year electrical department 2013,Experience
2861,college summer training preparation year 2012,Experience
2862,extracurricular activities,Others
2863,member vlsi egypt fayoum section 2014 2015,Others
2864,head logistics committee ieee fayoum student branch 2014,Others
2865,member harrassmap fayoum team 2013 2015,Others
2866,volunteer resala charity organization,Others
2867,participant aces shams university,Others
2868,participant meca shams university,Others
2869,communication electronics engineering student,Education
2870,objective,Others
2871,seeking engineering training order utilize improve,Others
2872,knowledge skills experience,Others
2873,3nd year communication electronics engineering student,Education
2874,communication electronics engineering department,Faculty
2875,faculty engineering fayoum university,Faculty
2876,training experience,Experience
2877,summer training egypt telecom 2013,Experience
2878,college summer training first year electrical department 2013,Experience
2879,college summer training preparation year 2012,Experience
2880,extracurricular activities,Others
2881,member vlsi egypt fayoum section 2014 2015,Others
2882,head logistics committee ieee fayoum student branch 2014,Others
2883,member harrassmap fayoum team 2013 2015,Others
2884,fundraising team member metanoia 2014,Others
2885,participated innovegypt program 2014,Others
2886,one organizing team pesct international conference 2013,Others
2887,participated eyouth initiative 2012,Others
2888,access program alumni community service Projects 2008 2011,Others
2889,computer,Techskills
2890,microsoft office word excel powerpoint prezi program,Techskills
2891,programming languages c# c java,Techskills
2892,circuits electronic design programs proteus pspice matlab,Techskills
2893,languages,Language
2894,arabic mother tongue,Language
2895,english fluent,Language
2896,alumni english access micro scholarship program egypt,Language
2897,performed american university cairo,Experience
2899,teamwork mediating skills presentation skills organizational skills,Personalskills
2900,able learn new tasks quickly work stress,Personalskills
2901,hard working commitment time,Personalskills
2902,able self study,Personalskills
2903,active confident,Personalskills
2904,self motived,Personalskills
2905,hard worker active team player persistent honest good timekeeper always willing learn new,Others
2906,skills friendly helpful polite good sense,Others
2907,seeking internship apply extensive leadership presentation skills self learning experience,Others
2908,proven Project management capabilities practical implementation skills technical,Others
2909,education electronics communications field,Faculty
2910,mansoura university,Faculty
2911,faculty engineering,Faculty
2912,electronics communications department,Faculty
2913,3rd year student,Education
2914,technical skills,Techskills
2915,programming languages,Techskills
2916,accumulative grade good 84 31%,Grade
2917,c/c++,Techskills
2918,visual basic,Techskills
2919,software tools,Techskills
2920,matlab,Techskills
2921,pcb design manual manufacturing,Techskills
2922,processing arduino,Techskills
2923,embedded c programming,Techskills
2924,electronic design control team member minesweepers toward landmine free,Techskills
2925,world competition july 2013 november 2013 5months,Experience
2926,electronic design responsible line follower robot Project,Project
2927,trainee telecom egypt company july 2014,Experience
2928,trainee entrepreneurship innovation ideation camp innovegypt intel,Experience
2929,art electronics 2nd edition horowitz hill,Experience
2930,electronics circuits systems 4th edition,Experience
2931,arrl handbook,Techskills
2932,arduino cookbook,Techskills
2933,dealing different personalities,Personalskills
2934,adaptable,Personalskills
2935,working pressure,Personalskills
2936,good presentation skill,Personalskills
2937,reading,Others
2938,swimming,Others
2939,playing chess,Others
2940,arabic,Language
2941,english,Language
2942,german,Language
2943,references documents furnished upon request,Others
2944,cycling,Others
2945,running,Others
2946,photographing,Others
2947,challenging job field software developing build practical background,Others
2948,technical skills working team technical analytical organization,Others
2949,communication skills would employed enhanced,Personalskills
2950,bachelor science cairo university,Education
2951,previous work,Experience
2952,october 2015 worked training center system Project designed,Experience
2953,oracle tools,Techskills
2954,august 2013 october 2013 worked center information technology,Experience
2955,decision support data entry,Others
2956,september 2012 november 2012 worked engineers association exhibition,Experience
2957,data entry nasr city,Others
2958,courses,Courses
2959,july 2015 oracle developer track sql pl/sql oracle forms,Courses
2960,oracle reports toad v9 7 toad v12,Courses
2961,database analysis erd dfd erd concepts microsoft visio,Courses
2962,november 2012 safety modern industries,Courses
2963,march 2011 april 2011 soft skills behavior styles key success motivation,Personalskills
2964,leadership presentation skills business etiquette,Personalskills
2965,extracurricular activities,Others
2966,2010/2011 active member e g cairo university student section media,Others
2967,september 2010/december 2010 active member c promotion,Others
2968,2010/2011 active member w h hr,Others
2969,computer skills perfect internet research skills good knowledge ms office,Techskills
2970,good knowledge adobe photoshop,Techskills
2971,language skills fluent arabic good english,Language
2972,communication skills behavior styles presentation skills leadership,Personalskills
2973,hobbies reading chess football,Others
2974,military status done 1/12/2014,Others
2975,marital status single,Others
2976,references furnished upon request,Others
2977,marital status married one child,Others
2978,military status completed december 2008,Others
2979,objective,Others
2980,seeking new challenge multinational environments logistics warehousing industries,Others
2981,gain new experience adding Others reference 5 years experience,Others
2982,bachelor communications electronics faculty engineering cairo university 2007,Education
2983,company industry freight warehousing,Experience
2984,employer name agility logistics egypt,Experience
2985,company industry freight warehousing,Experience
2986,job title senior systems business applications,Experience
2987,reporting country manager,Experience
2988,job responsibilities,Others
2989,strategy planning,Personalskills
2990,analyze business processes develop system tools within development plan approved affected,Others
2991,areas ensure erp system meets business requirements goals fulfill user requirements,Others
2992,resolve system issues update sops accordingly,Others
2993,deployment support operational processes,Others
2994,full management warehouse management system inbounds operational processes including,Others
2995,offloading/repacking/labeling/receiving/put away best ware house utilization outnounds,Others
2996,process starting allocation strategy/picking /loading/shipping,Courses
2997,install configure deploy erp systems,Techskills
2998,regular system data auditing detect violation highlight issues plan corrective,Others
2999,preventive actions,Others
3000,db installation configuration upgrading oracle server software related products,Techskills
3001,main responsibilities oracle database administrator dba database tuning performance,Techskills
3002,establish maintain backup recovery policies maintain high service stability expected,Others
3003,service quality,Others
3004,create develop system reports based oracle sql,Techskills
3005,Project name agility integration system nestle egypt,Project
3006,Project goal full setup new integrated system sap agility warehouse system,Project
3007,handle operation warehouse processes partners including purchase orders inbound,Project
3008,deliveries outbound deliveries hold release transactions stock inventory inventory adjustments,Project
3009,managing physical virtual servers including file server print server active directory antivirus,Techskills
3010,isa server pf sense endian firewall backup servers associated operating systems,Techskills
3011,managing maintain network hardware equipment including routers switches hp,Techskills
3012,printers xerox copiers access points cisco ip phones upss,Others
3013,provide remote support 250 users distributed company head office,Others
3014,performing installation configuration maintenance troubleshooting end user workstation,Techskills
3015,hardware software peripheral devices,Techskills
3016,monitoring network traffic utilization via mrtg,Techskills
3017,using flexibility monitoring systems monitor network devices track assets usage,Techskills
3018,printer/copiers monitoring toner levels paper counts maintenance kit etc,Others
3019,network devices reachability latency time etc,Others
3020,temperature/ups batteries datacenter room,Others
3021,wimax wireless connections packet loss signal strength,Others
3022,servers disk spaces services processor memory utilization event logs important,Others
3023,active services,Others
3024,implement processes itil perspective services including,Others
3025,implement configuration management database system cmdb configuration item ci,Others
3026,itil perspective,Others
3027,setting measurements kpis meet expected level quality service example,Others
3028,mttr mtbf tto factors,Others
3029,implement ticket system request fulfillment service desk requests,Techskills
3030,Project name agility integration system procter gamble p g,Project
3031,Project goal provide full support integrated system sap agility warehouse system,Project
3032,handle operation warehouse processes partners handling processes changes,Project
3033,handle adsl customers issues via emails phones logging,Others
3034,tickets basic troubleshooting getting issue,Others
3035,resolved escalate department authority deeply troubleshooting either,Others
3036,physical level connection level,Others
3037,technical courses certificates,Courses
3038,oracle certified 11g dba,Courses
3039,sql workshop1and workshop2,Courses
3040,cisco certified network associate ccna,Courses
3041,course date attended,Courses
3042,august 2014 oracle next academy,Courses
3043,faculty engineering cairo,Faculty
3044,university,Faculty
3045,agility house training,Experience
3046,agility line training,Experience
3047,team building,Personalskills
3048,problem solving,Personalskills
3049,itili foundation course certification,Courses
3050,business code ethics,Personalskills
3051,leader ship,Personalskills
3052,time management,Personalskills
3053,email etiquettes business writing,Personalskills
3054,future short plan courses,Personalskills
3055,supply chain management,Personalskills
3056,six sigma,Personalskills
3057,inter personal skills,Personalskills
3058,following standardization,Personalskills
3059,self learner,Personalskills
3060,excellent team work,Personalskills
3061,work commitment,Personalskills
3062,excellent communication skills,Personalskills
3063,references ready upon request,Personalskills
3064,personal quote,Others
3065,dont compete Others compete situation,Others
3066,education cairo university faculty engineering electronics communications,Faculty
3067,cumulative grade good expected graduation year 2016,Grade
3068,graduated ali ebn abi taleb school score 97%,Others
3069,1 c++ oop data structure,Techskills
3070,2 matlab digital signal processing circuits analysis control systems implementation,Techskills
3071,3 network ccna basics,Techskills
3072,4 vhdl design,Techskills
3073,5 computer architecture microprocessor design assembly pipelining data buses,Techskills
3074,6 embedded c programming using avr microcontroller,Techskills
3075,7 good knowledge mobile package gsm 2g 3g,Techskills
3076,8 simulation software multisim proteus,Techskills
3077,9 photoshop video editing using camtasia studio,Techskills
3078,10 android programing basics,Techskills
3079,summer internships,Experience
3080,1 telecom egypt summer training satellite,Experience
3081,2 benha electronics summer training,Experience
3082,courses workshops,Courses
3083,1 mobile telecommunication package cece,Courses
3084,2 core/intermediate electronics ectl lab 36 hours,Courses
3085,3 english phonetics course e p c,Courses
3086,Projects,Project
3087,1 designing 32 bit general purpose microprocessor architecture using vhdl,Project
3088,2 implementing temperature control system using avr microcontroller matlab,Project
3089,personal skills 1 presentation skills 2 communication skills 3 teamwork 4 leadership,Personalskills
3090,extracurricular activities,Others
3091,1 ieee cusb pr committee 2015,Others
3092,2 participating student activity ieee gate stp cece,Others
3093,3 resala activities outside campaigns,Others
3094,languages arabic native english fluent french fair,Language
3095,marital status,Others
3096,military status,Others
3097,single,Others
3098,exempted,Others
3099,graduated faculty engineering may 2014,Faculty
3100,university,Faculty
3101,al azhar university,Faculty
3102,department systems computers,Faculty
3103,oracle developer,Techskills
3104,good,Grade
3105,Project database student affairs faculty engineering,Project
3106,al azhar university,Faculty
3107,graduation Project grade excellent,Project
3108,languages,Language
3109,mother language,Language
3110,arabic,Language
3111,english usage written spoken reading,Language
3112,1 completed oracle developer diploma workshop 420 hrs,Courses
3113,introduction oracle 10g sql,Courses
3114,introduction oracle 10g pl/sql program units,Courses
3115,oracle developer 10g forms reports,Courses
3116,system analysis design Project,Courses
3117,Project database student affairs faculty engineering,Project
3118,al azhar university,Faculty
3119,2 oracle supply chain consultant,Techskills
3120,inventory order management purchasing,Others
3121,3 oracle financial consultant,Techskills
3122,fixed asset account payable account receivable self study,Others
3123,4 completed two levels java programming language course se ee,Courses
3124,5 successfully completed english language beginner level,Language
3125,company cairo poultry processing koki cid 173 americana,Experience
3126,company industry catering/food services/restaurants,Experience
3127,job role development,Experience
3128,references,Others
3129,job title system analysis consultant oracle instructor,Experience
3130,company name century21,Experience
3131,business skills,Personalskills
3132,communication skills,Personalskills
3133,presentation skills,Personalskills
3134,work pressure,Personalskills
3135,active hardworking serious,Personalskills
3136,good dealing oracle tools toad sql plus,Techskills
3137,good dealing java tools net beans j creator,Techskills
3138,objectives,Others
3139,development scientific practical skills,Others
3140,get experience field work ensure bright future,Others
3141,always trying find job makes practice creative,Others
3142,references available upon request,Others
3143,student 2nd year communication electronics department faculty engineering cairo,Education
3144,university,Faculty
3145,gpa till good,Grade
3146,graduated el fostat secondary school 2011 score 99 268%,Others
3147,language skills,Language
3148,mother tongue arabic,Language
3149,first language english good writing reading understanding,Language
3150,academic Projects,Project
3151,microprocessor design implementation using vhdl 2015,Project
3152,multiplier circuit design simulation 2013,Project
3153,alarm circuit bread board 2013,Project
3154,2 bit multiplier hard ware design implementation bread board 2013,Project
3155,power supply bcb 2014,Project
3156,technical language Project engineering miracles holly qur'an 2012,Project
3157,awards prizes,Others
3158,first place high school fourth educational administration 2011,Others
3159,programming languages c++ c html5,Techskills
